0,1559574371,1033323840,8.0000,31.0000,sell,23:06:11
1,1559574371,1033323839,1.0000,31.0001,sell,23:06:11
2,1559574371,1033323838,1.0000,31.0012,sell,23:06:11
3,1559574351,1033321939,6.0000,31.0013,sell,23:05:51
4,1559574214,1033306155,0.1172,31.4999,buy,23:03:34
5,1559574191,1033303949,1.0000,31.3000,buy,23:03:11
6,1559574181,1033302948,6.0000,31.4999,buy,23:03:01
7,1559572912,1033133768,0.1212,31.0000,sell,22:41:52
8,1559572912,1033133767,1.0999,31.0000,sell,22:41:52
9,1559572912,1033133766,10.0000,31.0000,sell,22:41:52
10,1559572912,1033133765,29.8066,31.0000,sell,22:41:52
11,1559572912,1033133764,2.0000,31.0000,sell,22:41:52
12,1559572912,1033133763,2.2351,31.0000,sell,22:41:52
13,1559572912,1033133762,3.0000,31.0000,sell,22:41:52
14,1559572912,1033133761,1.0000,31.0000,sell,22:41:52
15,1559572912,1033133760,3.9176,31.0000,sell,22:41:52
16,1559572912,1033133759,25.1878,31.0090,sell,22:41:52
17,1559572912,1033133758,27.4845,31.2000,sell,22:41:52
18,1559572912,1033133757,5.0000,31.2346,sell,22:41:52
19,1559572912,1033133756,0.0200,31.2346,sell,22:41:52
20,1559572912,1033133755,3.0729,31.2347,sell,22:41:52
21,1559572837,1033128089,14.2739,31.3800,sell,22:40:37
22,1559572837,1033128088,1.6055,31.3968,sell,22:40:37
23,1559572807,1033125256,10.0000,31.3975,sell,22:40:07
24,1559572806,1033125255,13.3500,31.3975,sell,22:40:06
25,1559572806,1033125254,0.5699,31.5000,sell,22:40:06
26,1559572806,1033125253,8.8200,31.5000,sell,22:40:06
27,1559572806,1033125252,3.4450,31.6000,sell,22:40:06
28,1559572806,1033125251,1.5062,31.6510,sell,22:40:06
29,1559572806,1033125250,0.1509,31.6510,sell,22:40:06
30,1559572786,1033123136,0.8705,31.6509,buy,22:39:46
31,1559572783,1033122695,10.7295,31.6000,sell,22:39:43
32,1559572783,1033122694,0.4000,31.6500,sell,22:39:43
33,1559572783,1033122693,0.4000,31.6500,sell,22:39:43
34,1559572783,1033122692,6.8396,31.6500,sell,22:39:43
35,1559572783,1033122691,0.6000,31.6500,sell,22:39:43
36,1559572783,1033122690,0.5000,31.6500,sell,22:39:43
37,1559572783,1033122689,0.5000,31.6500,sell,22:39:43
38,1559572783,1033122688,2.0000,31.6500,sell,22:39:43
39,1559572783,1033122687,0.9309,31.6500,sell,22:39:43
40,1559572783,1033122686,1.1000,31.6501,sell,22:39:43
41,1559572783,1033122685,1.0000,31.6501,sell,22:39:43
42,1559572767,1033120511,6.1295,31.6509,sell,22:39:27
43,1559572586,1033104548,0.8600,32.3999,buy,22:36:26
44,1559572561,1033102543,1.0000,32.3999,buy,22:36:01
45,1559572561,1033102542,1.0000,32.3999,buy,22:36:01
46,1559572403,1033091983,1.0000,32.3920,buy,22:33:23
47,1559572403,1033091974,1.0123,31.6500,sell,22:33:23
48,1559572394,1033091280,97.7468,32.3972,buy,22:33:14
49,1559572385,1033090685,67.7810,32.3974,buy,22:33:05
